person_id,xing,ming,synjob,pinji_category,start_year,start_yyyymm,end_year,end_yyyymm,synjob_eng
184020052200,王,祖培,巡檢,no-rank,1855.0,18550301-00:00:00,1855.5,18550901-00:00:00,Police Chief
184020052200,王,祖培,庶吉士,no-rank,1857.5,18570901-00:00:00,1857.5,18570901-00:00:00,Hanlin Bachelor
184020052200,王,祖培,德昌所,no-rank,1855.0,18550301-00:00:00,1855.5,18550901-00:00:00,德昌所
184020052200,王,祖培,日講起居注官,4-6,1858.75,18581201-00:00:00,1861.25,18610601-00:00:00,Day offical
184020052200,王,祖培,春坊庶子,4-6,1857.75,18571201-00:00:00,1858.75,18581201-00:00:00,Mentor of the Secretariat of the Heir Apparent
184020052200,王,祖培,编修,7-9,1850.5,18500901-00:00:00,1855.0,18550301-00:00:00,Junior Compiler
184020052400,顧,嘉蘅,知府,4-6,1854.0,18540301-00:00:00,1855.75,18551201-00:00:00,County Prefect
184020052500,金,肇洛,事中,4-6,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,Supervising Censor (?)
184020052500,金,肇洛,督糧道,4-6,1855.0,18550301-00:00:00,1861.25,18610601-00:00:00,Grain Transport Controller
184020052500,金,肇洛,請旨,4-6,1855.0,18550301-00:00:00,1861.25,18610601-00:00:00,Petitioner
184020052600,厲,恩官,事務,1-3,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,Administrator
184020052600,厲,恩官,分巡,4-6,1852.5,18520901-00:00:00,1852.75,18521201-00:00:00,分巡
184020052600,厲,恩官,學政,1-3,1861.25,18610601-00:00:00,1862.25,18620601-00:00:00,Provincial Education Commissioner
184020052600,厲,恩官,寺卿,1-3,1856.25,18560601-00:00:00,1859.25,18590601-00:00:00,Minister (of the Temple）
184020052600,厲,恩官,山東兖沂曹濟,4-6,1852.5,18520901-00:00:00,1852.75,18521201-00:00:00,山東兖沂曹濟
184020052600,厲,恩官,山東道,4-6,1850.5,18500901-00:00:00,1851.25,18510601-00:00:00,山東道
184020052600,厲,恩官,府丞,1-3,1859.5,18590901-00:00:00,1860.75,18601201-00:00:00,府丞
184020052600,厲,恩官,政使,no-rank,1854.75,18541201-00:00:00,1856.0,18560301-00:00:00,(government officer)
184020052600,厲,恩官,欽命,4-6,1851.75,18511201-00:00:00,1851.75,18511201-00:00:00,By Imperial Appointment
184020052600,厲,恩官,監察御史,4-6,1850.5,18500901-00:00:00,1851.75,18511201-00:00:00,Censor
184020052600,厲,恩官,督理街道山東道,4-6,1851.75,18511201-00:00:00,1851.75,18511201-00:00:00,督理街道山東道
184020052600,厲,恩官,請旨,4-6,1852.5,18520901-00:00:00,1852.75,18521201-00:00:00,Petitioner
184020052700,陳,枚,事中,4-6,1851.75,18511201-00:00:00,1856.25,18560601-00:00:00,Supervising Censor (?)
184020052700,陳,枚,分巡,4-6,1857.0,18570301-00:00:00,1859.5,18590901-00:00:00,分巡
184020052700,陳,枚,川南永甯地方道轄敘瀘資等府州,4-6,1857.5,18570901-00:00:00,1858.75,18581201-00:00:00,川南永甯地方道轄敘瀘資等府州
184020052700,陳,枚,川南永甯等處地方道轄敘瀘資等府州,4-6,1857.0,18570301-00:00:00,1859.5,18590901-00:00:00,川南永甯等處地方道轄敘瀘資等府州
184020052700,陳,枚,欽命,4-6,1850.5,18500901-00:00:00,1851.25,18510601-00:00:00,By Imperial Appointment
184020052700,陳,枚,監察御史,4-6,1850.5,18500901-00:00:00,1851.25,18510601-00:00:00,Censor
184020052700,陳,枚,督理街道,4-6,1851.25,18510601-00:00:00,1851.25,18510601-00:00:00,督理街道
184020052700,陳,枚,管理街道,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,管理街道
184020052900,李,載熙,學政,1-3,1858.75,18581201-00:00:00,1859.75,18591201-00:00:00,Provincial Education Commissioner
184020052900,李,載熙,學政,no-rank,1858.75,18581201-00:00:00,1859.75,18591201-00:00:00,Provincial Education Commissioner
184020052900,李,載熙,编修,7-9,1850.5,18500901-00:00:00,1854.0,18540301-00:00:00,Junior Compiler
184020052900,李,載熙,贊善,4-6,1854.75,18541201-00:00:00,1857.75,18571201-00:00:00,Admonisher
184020053000,史,淳,司業,4-6,1851.25,18510601-00:00:00,1851.75,18511201-00:00:00,Director of Studies
184020053000,史,淳,编修,7-9,1850.5,18500901-00:00:00,1856.75,18561201-00:00:00,Junior Compiler
184020053100,鄭,元璧,庶吉士,no-rank,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Hanlin Bachelor
184020053100,鄭,元璧,監察御史,4-6,1851.25,18510601-00:00:00,1851.25,18510601-00:00:00,Censor
184020053100,鄭,元璧,督理湖南塩法道務,4-6,1859.75,18591201-00:00:00,1864.0,18640301-00:00:00,督理湖南塩法道務
184020053100,鄭,元璧,督理湖南鹽法道務,4-6,1860.0,18600301-00:00:00,1863.0,18630301-00:00:00,督理湖南鹽法道務
184020053100,鄭,元璧,請旨,4-6,1859.75,18591201-00:00:00,1864.0,18640301-00:00:00,Petitioner
184020053100,鄭,元璧,陝西道,4-6,1851.25,18510601-00:00:00,1851.25,18510601-00:00:00,陝西道
184020053200,卓,澐,侍郎,1-3,1855.0,18550301-00:00:00,1855.5,18550901-00:00:00,Vice Minister
184020053200,卓,澐,內閣學士,1-3,1854.75,18541201-00:00:00,1854.75,18541201-00:00:00,Academician of the Grand Secretariat
184020053200,卓,澐,庶吉士,no-rank,1851.25,18510601-00:00:00,1852.75,18521201-00:00:00,Hanlin Bachelor
184020053200,卓,澐,稽察中書科事務,1-3,1854.75,18541201-00:00:00,1854.75,18541201-00:00:00,Inspector of the Central Drafting Office
184020053200,卓,澐,编修,7-9,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Junior Compiler
184020053200,卓,澐,贊善,4-6,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,Admonisher
184020053300,翁,同書,中允,4-6,1852.75,18521201-00:00:00,1852.75,18521201-00:00:00,Companion to the Heir Apparent
184020053300,翁,同書,侍郎,1-3,1859.25,18590601-00:00:00,1860.75,18601201-00:00:00,Vice Minister
184020053300,翁,同書,地方軍務,no-rank,1858.75,18581201-00:00:00,1858.75,18581201-00:00:00,地方軍務
184020053300,翁,同書,學政,1-3,1850.5,18500901-00:00:00,1852.5,18520901-00:00:00,Provincial Education Commissioner
184020053300,翁,同書,學政,no-rank,1850.5,18500901-00:00:00,1852.5,18520901-00:00:00,Provincial Education Commissioner
184020053300,翁,同書,巡撫,1-3,1858.75,18581201-00:00:00,1860.75,18601201-00:00:00,巡撫
184020053300,翁,同書,提督,1-3,1859.25,18590601-00:00:00,1859.5,18590901-00:00:00,Provincial Commander
184020053300,翁,同書,日講起居注官,1-3,1856.75,18561201-00:00:00,1857.75,18571201-00:00:00,Day offical
184020053300,翁,同書,日講起居注官,4-6,1854.0,18540301-00:00:00,1856.25,18560601-00:00:00,Day offical
184020053300,翁,同書,督察院副都御史巡撫安徽等處地方軍務,1-3,1859.25,18590601-00:00:00,1859.5,18590901-00:00:00,督察院副都御史巡撫安徽等處地方軍務
184020053300,翁,同書,詹事府少詹事,4-6,1854.0,18540301-00:00:00,1856.25,18560601-00:00:00,詹事府少詹事
184020053300,翁,同書,詹事府詹事,1-3,1856.75,18561201-00:00:00,1857.75,18571201-00:00:00,Household Administrator of the Heir Apparent
184020053400,方,允鐶,事中,4-6,1850.5,18500901-00:00:00,1852.5,18520901-00:00:00,Supervising Censor (?)
184020053500,王,沆,编修,7-9,1850.5,18500901-00:00:00,1856.25,18560601-00:00:00,Junior Compiler
184020053600,呉,敬羲,编修,7-9,1854.0,18540301-00:00:00,1855.0,18550301-00:00:00,Junior Compiler
184020053700,萬,青藜,侍讀,4-6,1850.5,18500901-00:00:00,1851.75,18511201-00:00:00,attendant reader
184020053700,萬,青藜,內閣學士,1-3,1852.5,18520901-00:00:00,1852.5,18520901-00:00:00,Academician of the Grand Secretariat
184020053700,萬,青藜,學士上咸安宫總裁,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,學士上咸安宫總裁
184020053700,萬,青藜,學士文淵閣直閣事咸安宫總裁,4-6,1851.75,18511201-00:00:00,1851.75,18511201-00:00:00,學士文淵閣直閣事咸安宫總裁
184020053700,萬,青藜,學政,1-3,1854.0,18540301-00:00:00,1860.75,18601201-00:00:00,Provincial Education Commissioner
184020053700,萬,青藜,學政,no-rank,1852.75,18521201-00:00:00,1858.75,18581201-00:00:00,Provincial Education Commissioner
184020053700,萬,青藜,尚書,1-3,1862.25,18620601-00:00:00,1864.0,18640301-00:00:00,Minister
184020053700,萬,青藜,日講起居注官,4-6,1850.5,18500901-00:00:00,1851.75,18511201-00:00:00,Day offical
184020053700,萬,青藜,正主考,1-3,1861.25,18610601-00:00:00,1861.25,18610601-00:00:00,Principal Chief Examiner
184020053700,萬,青藜,經筵講官,1-3,1861.25,18610601-00:00:00,1861.25,18610601-00:00:00,Classics Colloquium Reader
184020053700,萬,青藜,署,1-3,1862.25,18620601-00:00:00,1862.25,18620601-00:00:00,署
184020053700,萬,青藜,都察院都御史,1-3,1861.25,18610601-00:00:00,1861.25,18610601-00:00:00,Chief Censor
184020053800,葉,球,主事,4-6,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,Secretary
184020053800,葉,球,員外郎,4-6,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,Bureau Vice Director
184020053800,葉,球,監督,no-rank,1855.5,18550901-00:00:00,1856.25,18560601-00:00:00,監督
184020053800,葉,球,知府,4-6,1858.75,18581201-00:00:00,1858.75,18581201-00:00:00,County Prefect
184020053800,葉,球,郎中,4-6,1854.75,18541201-00:00:00,1856.25,18560601-00:00:00,Board Director
184020053900,沈,元泰,典史,no-rank,1862.25,18620601-00:00:00,1864.0,18640301-00:00:00,District Jailor
184020053900,沈,元泰,知府,4-6,1856.25,18560601-00:00:00,1859.75,18591201-00:00:00,County Prefect
184020053900,沈,元泰,编修,7-9,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,Junior Compiler
184020054000,鄭,瓊詔,侍講,4-6,1854.0,18540301-00:00:00,1860.75,18601201-00:00:00,attendant
184020054000,鄭,瓊詔,侍讀,4-6,1854.75,18541201-00:00:00,1858.75,18581201-00:00:00,attendant reader
184020054000,鄭,瓊詔,學士,4-6,1859.25,18590601-00:00:00,1860.75,18601201-00:00:00,Academician
184020054000,鄭,瓊詔,學政,1-3,1855.75,18551201-00:00:00,1857.75,18571201-00:00:00,Provincial Education Commissioner
184020054000,鄭,瓊詔,學政,no-rank,1855.5,18550901-00:00:00,1857.75,18571201-00:00:00,Provincial Education Commissioner
184020054000,鄭,瓊詔,日講起居注官,4-6,1859.25,18590601-00:00:00,1860.75,18601201-00:00:00,Day offical
184020054000,鄭,瓊詔,正主考,4-6,1859.5,18590901-00:00:00,1859.5,18590901-00:00:00,Principal Chief Examiner
184020054000,鄭,瓊詔,编修,7-9,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,Junior Compiler
184020054100,呉,保泰,侍講,4-6,1852.5,18520901-00:00:00,1852.5,18520901-00:00:00,attendant
184020054100,呉,保泰,國子監祭酒,4-6,1858.75,18581201-00:00:00,1860.75,18601201-00:00:00,Imperial College Chancellor
184020054100,呉,保泰,學政,1-3,1852.75,18521201-00:00:00,1863.0,18630301-00:00:00,Provincial Education Commissioner
184020054100,呉,保泰,學政,no-rank,1852.75,18521201-00:00:00,1862.25,18620601-00:00:00,Provincial Education Commissioner
184020054100,呉,保泰,编修,7-9,1850.5,18500901-00:00:00,1851.75,18511201-00:00:00,Junior Compiler
184020054200,黄,兆麟,事中,4-6,1850.5,18500901-00:00:00,1851.75,18511201-00:00:00,Supervising Censor (?)
184020054200,黄,兆麟,光祿寺少卿,4-6,1852.5,18520901-00:00:00,1852.75,18521201-00:00:00,光祿寺少卿
184020054200,黄,兆麟,典史,no-rank,1855.5,18550901-00:00:00,1863.0,18630301-00:00:00,District Jailor
184020054200,黄,兆麟,副主考,4-6,1852.5,18520901-00:00:00,1852.75,18521201-00:00:00,Assistant Provincial Examiner
184020054200,黄,兆麟,巡檢,7-9,1861.25,18610601-00:00:00,1864.0,18640301-00:00:00,Police Chief
184020054400,許,振礽,文淵閣校理,7-9,1851.25,18510601-00:00:00,1861.25,18610601-00:00:00,Member of the Hall of Profundity
184020054400,許,振礽,编修,7-9,1850.5,18500901-00:00:00,1864.0,18640301-00:00:00,Junior Compiler
184020054600,匡,源,上書房行走,1-3,1855.0,18550301-00:00:00,1859.5,18590901-00:00:00,Casual scholar
184020054600,匡,源,上書房行走,4-6,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,Casual scholar
184020054600,匡,源,上書房行走,7-9,1852.75,18521201-00:00:00,1852.75,18521201-00:00:00,Casual scholar
184020054600,匡,源,侍講,4-6,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,attendant
184020054600,匡,源,侍郎,1-3,1855.0,18550301-00:00:00,1860.75,18601201-00:00:00,Vice Minister
184020054600,匡,源,內閣學士,1-3,1854.75,18541201-00:00:00,1854.75,18541201-00:00:00,Academician of the Grand Secretariat
184020054600,匡,源,務,1-3,1860.0,18600301-00:00:00,1860.75,18601201-00:00:00,務
184020054600,匡,源,日講起居注官,4-6,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,Day offical
184020054600,匡,源,管理三庫,1-3,1858.75,18581201-00:00:00,1859.5,18590901-00:00:00,管理三庫
184020055000,龔,紹仁,主事,4-6,1850.5,18500901-00:00:00,1856.25,18560601-00:00:00,Secretary
184020055100,周,炳鑑,河南道,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,河南道
184020055100,周,炳鑑,監察御史,4-6,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,Censor
184020055100,周,炳鑑,知府,4-6,1854.0,18540301-00:00:00,1860.75,18601201-00:00:00,County Prefect
184020055200,黄,倬,上書房行走,4-6,1859.75,18591201-00:00:00,1859.75,18591201-00:00:00,Casual scholar
184020055200,黄,倬,上書房行走,7-9,1859.25,18590601-00:00:00,1859.25,18590601-00:00:00,Casual scholar
184020055200,黄,倬,侍講,4-6,1859.75,18591201-00:00:00,1859.75,18591201-00:00:00,attendant
184020055200,黄,倬,內閣學士,1-3,1862.25,18620601-00:00:00,1863.0,18630301-00:00:00,Academician of the Grand Secretariat
184020055200,黄,倬,學政,1-3,1860.0,18600301-00:00:00,1864.0,18640301-00:00:00,Provincial Education Commissioner
184020055200,黄,倬,學政,no-rank,1861.25,18610601-00:00:00,1864.0,18640301-00:00:00,Provincial Education Commissioner
184020055200,黄,倬,日講起居注官,4-6,1859.75,18591201-00:00:00,1859.75,18591201-00:00:00,Day offical
184020055200,黄,倬,欽命,1-3,1862.25,18620601-00:00:00,1863.0,18630301-00:00:00,By Imperial Appointment
184020055200,黄,倬,编修,7-9,1850.5,18500901-00:00:00,1858.75,18581201-00:00:00,Junior Compiler
184020055400,鄭,大誠,學政,no-rank,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Provincial Education Commissioner
184020055400,鄭,大誠,编修,7-9,1851.25,18510601-00:00:00,1851.75,18511201-00:00:00,Junior Compiler
184020055500,蕭,時馥,分巡,4-6,1854.0,18540301-00:00:00,1857.75,18571201-00:00:00,分巡
184020055500,蕭,時馥,整飭江南塩法道江寕,4-6,1854.0,18540301-00:00:00,1856.75,18561201-00:00:00,整飭江南塩法道江寕
184020055500,蕭,時馥,整飭江南塩法道江甯,4-6,1855.0,18550301-00:00:00,1857.75,18571201-00:00:00,整飭江南塩法道江甯
184020055500,蕭,時馥,欽命,4-6,1852.75,18521201-00:00:00,1852.75,18521201-00:00:00,By Imperial Appointment
184020055500,蕭,時馥,浙江道,4-6,1851.25,18510601-00:00:00,1852.75,18521201-00:00:00,浙江道
184020055500,蕭,時馥,監察御史,4-6,1851.25,18510601-00:00:00,1852.75,18521201-00:00:00,Censor
184020055500,蕭,時馥,管理街道浙江道,4-6,1852.75,18521201-00:00:00,1852.75,18521201-00:00:00,管理街道浙江道
184020055600,車,順軌,學政,1-3,1850.5,18500901-00:00:00,1851.25,18510601-00:00:00,Provincial Education Commissioner
184020055600,車,順軌,學政,no-rank,1850.5,18500901-00:00:00,1851.25,18510601-00:00:00,Provincial Education Commissioner
184020055700,蔣,琦淳,分巡,4-6,1854.75,18541201-00:00:00,1855.0,18550301-00:00:00,分巡
184020055700,蔣,琦淳,四川通省淸軍塩茶道專務,4-6,1855.0,18550301-00:00:00,1855.0,18550301-00:00:00,四川通省淸軍塩茶道專務
184020055700,蔣,琦淳,四川道省塩茶道専務,4-6,1854.75,18541201-00:00:00,1854.75,18541201-00:00:00,四川道省塩茶道専務
184020055700,蔣,琦淳,府尹,1-3,1855.5,18550901-00:00:00,1856.25,18560601-00:00:00,府尹
184020055700,蔣,琦淳,知府,4-6,1850.5,18500901-00:00:00,1854.0,18540301-00:00:00,County Prefect
184020055700,蔣,琦淳,請旨,4-6,1854.75,18541201-00:00:00,1855.0,18550301-00:00:00,Petitioner
184020055800,殷,兆鏞,上書房行走,1-3,1858.75,18581201-00:00:00,1860.75,18601201-00:00:00,Casual scholar
184020055800,殷,兆鏞,上書房行走,4-6,1855.5,18550901-00:00:00,1857.5,18570901-00:00:00,Casual scholar
184020055800,殷,兆鏞,侍講,4-6,1854.75,18541201-00:00:00,1855.75,18551201-00:00:00,attendant
184020055800,殷,兆鏞,侍讀,4-6,1856.25,18560601-00:00:00,1857.0,18570301-00:00:00,attendant reader
184020055800,殷,兆鏞,內閣學士,1-3,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Academician of the Grand Secretariat
184020055800,殷,兆鏞,大理寺少卿,4-6,1857.5,18570901-00:00:00,1857.75,18571201-00:00:00,大理寺少卿
184020055800,殷,兆鏞,學士,4-6,1855.5,18550901-00:00:00,1857.0,18570301-00:00:00,Academician
184020055800,殷,兆鏞,文淵閣校理,7-9,1851.25,18510601-00:00:00,1854.75,18541201-00:00:00,Member of the Hall of Profundity
184020055800,殷,兆鏞,日講起居注官,1-3,1858.75,18581201-00:00:00,1860.75,18601201-00:00:00,Day offical
184020055800,殷,兆鏞,日講起居注官,4-6,1855.5,18550901-00:00:00,1857.0,18570301-00:00:00,Day offical
184020055800,殷,兆鏞,正主考,4-6,1855.5,18550901-00:00:00,1855.75,18551201-00:00:00,Principal Chief Examiner
184020055800,殷,兆鏞,编修,7-9,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Junior Compiler
184020055800,殷,兆鏞,詹事府詹事,1-3,1858.75,18581201-00:00:00,1860.75,18601201-00:00:00,Household Administrator of the Heir Apparent
184020055900,周,鎭南,编修,7-9,1852.5,18520901-00:00:00,1856.25,18560601-00:00:00,Junior Compiler
184020056000,林,鶚騰,编修,7-9,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,Junior Compiler
184020056300,顧,開第,知府,4-6,1851.75,18511201-00:00:00,1864.0,18640301-00:00:00,County Prefect
184020056300,顧,開第,编修,7-9,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Junior Compiler
184020056400,雷,維翰,上荆南兵備道務,4-6,1854.0,18540301-00:00:00,1854.75,18541201-00:00:00,上荆南兵備道務
184020056400,雷,維翰,上荊南兵備道務,4-6,1855.0,18550301-00:00:00,1855.0,18550301-00:00:00,上荊南兵備道務
184020056400,雷,維翰,事中,4-6,1852.5,18520901-00:00:00,1852.75,18521201-00:00:00,Supervising Censor (?)
184020056400,雷,維翰,分巡,4-6,1854.0,18540301-00:00:00,1855.0,18550301-00:00:00,分巡
184020056400,雷,維翰,監察御史,4-6,1850.5,18500901-00:00:00,1851.75,18511201-00:00:00,Censor
184020056400,雷,維翰,請旨,4-6,1854.0,18540301-00:00:00,1855.0,18550301-00:00:00,Petitioner
184020056400,雷,維翰,陝西道,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,陝西道
184020056500,曹,炯,other-7-9,7-9,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,blank
184020056500,曹,炯,中書,7-9,1851.25,18510601-00:00:00,1851.25,18510601-00:00:00,Secretary
184020056500,曹,炯,同知,4-6,1855.0,18550301-00:00:00,1857.75,18571201-00:00:00,同知
184020056500,曹,炯,通判,4-6,1854.75,18541201-00:00:00,1856.75,18561201-00:00:00,通判
184020056600,呉,廷溥,事中,4-6,1852.75,18521201-00:00:00,1852.75,18521201-00:00:00,Supervising Censor (?)
184020056600,呉,廷溥,員外郎,4-6,1856.75,18561201-00:00:00,1864.0,18640301-00:00:00,Bureau Vice Director
184020056600,呉,廷溥,江南道,4-6,1850.5,18500901-00:00:00,1851.25,18510601-00:00:00,江南道
184020056600,呉,廷溥,監察御史,4-6,1850.5,18500901-00:00:00,1852.5,18520901-00:00:00,Censor
184020333200,潘,曾瑩,侍講,4-6,1851.25,18510601-00:00:00,1851.75,18511201-00:00:00,attendant
184020333200,潘,曾瑩,侍郎,1-3,1854.0,18540301-00:00:00,1860.75,18601201-00:00:00,Vice Minister
184020333200,潘,曾瑩,學士,4-6,1851.25,18510601-00:00:00,1851.75,18511201-00:00:00,Academician
184020333200,潘,曾瑩,寺卿,1-3,1852.5,18520901-00:00:00,1852.75,18521201-00:00:00,Minister (of the Temple）
184020333200,潘,曾瑩,庶吉士,no-rank,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Hanlin Bachelor
184020333200,潘,曾瑩,日講起居注官,4-6,1851.25,18510601-00:00:00,1851.75,18511201-00:00:00,Day offical
184020334000,俞,長贊,學政,1-3,1850.5,18500901-00:00:00,1852.5,18520901-00:00:00,Provincial Education Commissioner
184020334000,俞,長贊,學政,no-rank,1850.5,18500901-00:00:00,1851.75,18511201-00:00:00,Provincial Education Commissioner
184020446400,丁,希陶,南路捕盗廰,no-rank,1850.5,18500901-00:00:00,1852.5,18520901-00:00:00,南路捕盗廰
184020446400,丁,希陶,同知,4-6,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,同知
184020484600,蔡,五辰,知縣,7-9,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,County Magistrate
184020491400,孫,超,知縣,7-9,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,County Magistrate
184020622600,楊,翰,知府,4-6,1855.5,18550901-00:00:00,1863.0,18630301-00:00:00,County Prefect
184020622600,楊,翰,管理,4-6,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Manager
184020622600,楊,翰,编修,7-9,1850.5,18500901-00:00:00,1855.0,18550301-00:00:00,Junior Compiler
184020622600,楊,翰,題分巡,4-6,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Head Commissioner of Surveillance Circuit
184020717000,唐,廷綸,教授,7-9,1850.5,18500901-00:00:00,1864.0,18640301-00:00:00,教授
184021108000,陳,鏞,小京官,7-9,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,minor capital official
184021108000,陳,鏞,知州,4-6,1862.25,18620601-00:00:00,1864.0,18640301-00:00:00,Department Magistrate
184021108000,陳,鏞,知縣,7-9,1850.5,18500901-00:00:00,1861.25,18610601-00:00:00,County Magistrate
184021146700,葉,朝采,知州,4-6,1850.5,18500901-00:00:00,1851.75,18511201-00:00:00,Department Magistrate
184030038800,惲,光宸,事務,1-3,1850.5,18500901-00:00:00,1857.5,18570901-00:00:00,Administrator
184030038800,惲,光宸,侍郎,1-3,1859.75,18591201-00:00:00,1859.75,18591201-00:00:00,Vice Minister
184030038800,惲,光宸,巡撫,1-3,1859.75,18591201-00:00:00,1859.75,18591201-00:00:00,巡撫
184030038800,惲,光宸,政使,no-rank,1858.75,18581201-00:00:00,1859.5,18590901-00:00:00,(government officer)
184030039100,呉,存義,侍講,4-6,1859.5,18590901-00:00:00,1859.5,18590901-00:00:00,attendant
184030039100,呉,存義,學士,4-6,1859.5,18590901-00:00:00,1859.5,18590901-00:00:00,Academician
184030039100,呉,存義,學政,1-3,1856.0,18560301-00:00:00,1864.0,18640301-00:00:00,Provincial Education Commissioner
184030039100,呉,存義,學政,no-rank,1856.25,18560601-00:00:00,1864.0,18640301-00:00:00,Provincial Education Commissioner
184030039100,呉,存義,日講起居注官,4-6,1859.5,18590901-00:00:00,1859.5,18590901-00:00:00,Day offical
184030039100,呉,存義,编修,7-9,1852.75,18521201-00:00:00,1852.75,18521201-00:00:00,Junior Compiler
184030105400,倪,應復,主事,4-6,1850.5,18500901-00:00:00,1855.0,18550301-00:00:00,Secretary
184030105400,倪,應復,員外郎,4-6,1855.5,18550901-00:00:00,1859.25,18590601-00:00:00,Bureau Vice Director
184030105400,倪,應復,郎中,4-6,1859.5,18590901-00:00:00,1864.0,18640301-00:00:00,Board Director
184030106100,董,醇,主事,4-6,1850.5,18500901-00:00:00,1851.25,18510601-00:00:00,Secretary
184030106100,董,醇,分守督理湖南通省等處地方粮儲道,4-6,1852.75,18521201-00:00:00,1852.75,18521201-00:00:00,分守督理湖南通省等處地方粮儲道
184030106100,董,醇,員外郎,4-6,1851.75,18511201-00:00:00,1851.75,18511201-00:00:00,Bureau Vice Director
184030106100,董,醇,府尹,1-3,1858.75,18581201-00:00:00,1861.25,18610601-00:00:00,府尹
184030106100,董,醇,淸河道轄保定府正定府等處地方,4-6,1856.25,18560601-00:00:00,1857.0,18570301-00:00:00,淸河道轄保定府正定府等處地方
184030106100,董,醇,淸河道轄保定正定等處地方,4-6,1857.5,18570901-00:00:00,1857.75,18571201-00:00:00,淸河道轄保定正定等處地方
184030106100,董,醇,清河道轄保定正定等處地方,4-6,1856.75,18561201-00:00:00,1856.75,18561201-00:00:00,清河道轄保定正定等處地方
184030106100,董,醇,郎中,4-6,1852.5,18520901-00:00:00,1852.5,18520901-00:00:00,Board Director
184030106100,董,醇,題分巡,4-6,1856.25,18560601-00:00:00,1857.75,18571201-00:00:00,Head Commissioner of Surveillance Circuit
184030124700,呉,台朗,主事,4-6,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,Secretary
184030124700,呉,台朗,員外郎,4-6,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,Bureau Vice Director
184030124700,呉,台朗,郎中,4-6,1854.75,18541201-00:00:00,1854.75,18541201-00:00:00,Board Director
184030125600,顧,份,主事,4-6,1850.5,18500901-00:00:00,1862.25,18620601-00:00:00,Secretary
184030147500,李,希郊,主事,4-6,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,Secretary
184030147500,李,希郊,員外郎,4-6,1856.75,18561201-00:00:00,1856.75,18561201-00:00:00,Bureau Vice Director
184030147500,李,希郊,江南道,4-6,1857.5,18570901-00:00:00,1858.75,18581201-00:00:00,江南道
184030147500,李,希郊,監察御史,4-6,1857.5,18570901-00:00:00,1858.75,18581201-00:00:00,Censor
184030147500,李,希郊,知府,4-6,1859.25,18590601-00:00:00,1860.75,18601201-00:00:00,County Prefect
184030147500,李,希郊,職方司,4-6,1856.75,18561201-00:00:00,1856.75,18561201-00:00:00,職方司
184030184400,陳,魯,主事,4-6,1851.75,18511201-00:00:00,1852.75,18521201-00:00:00,Secretary
184030184400,陳,魯,知縣,7-9,1855.5,18550901-00:00:00,1864.0,18640301-00:00:00,County Magistrate
184030184400,陳,魯,郎中,4-6,1861.25,18610601-00:00:00,1864.0,18640301-00:00:00,Board Director
184030185500,陳,洪鍾,主事,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Secretary
184030185500,陳,洪鍾,員外郎,4-6,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,Bureau Vice Director
184030185500,陳,洪鍾,知府,4-6,1862.25,18620601-00:00:00,1864.0,18640301-00:00:00,County Prefect
184030185500,陳,洪鍾,郎中,4-6,1854.75,18541201-00:00:00,1857.75,18571201-00:00:00,Board Director
184030185800,邱,璋,主事,4-6,1850.5,18500901-00:00:00,1854.75,18541201-00:00:00,Secretary
