person_id,xing,ming,synjob,pinji_category,start_year,start_yyyymm,end_year,end_yyyymm,synjob_eng
183320048600,賈,臻,知府,4-6,1851.75,18511201-00:00:00,1852.75,18521201-00:00:00,County Prefect
183320048600,賈,臻,請旨,4-6,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,Petitioner
183320048700,蔡,鏡泉,主事,4-6,1851.25,18510601-00:00:00,1854.75,18541201-00:00:00,Secretary
183320048700,蔡,鏡泉,主事行走,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Intern Secretary (of Ministry or Board)
183320048700,蔡,鏡泉,刑部,4-6,1856.25,18560601-00:00:00,1857.0,18570301-00:00:00,刑部
183320048700,蔡,鏡泉,員外郎,4-6,1855.0,18550301-00:00:00,1860.75,18601201-00:00:00,Bureau Vice Director
183320049500,朱,慶祺,分守潼商等處地方兵俻道,4-6,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,分守潼商等處地方兵俻道
183320049500,朱,慶祺,請旨,4-6,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,Petitioner
183320049700,嚴,良訓,政使,no-rank,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,(government officer)
183320049800,羅,傳球,庶吉士,no-rank,1851.25,18510601-00:00:00,1851.75,18511201-00:00:00,Hanlin Bachelor
183320049800,羅,傳球,文淵閣校理,7-9,1852.5,18520901-00:00:00,1852.5,18520901-00:00:00,Member of the Hall of Profundity
183320049800,羅,傳球,编修,7-9,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Junior Compiler
183320050100,邵,燦,侍郎,1-3,1852.5,18520901-00:00:00,1859.25,18590601-00:00:00,Vice Minister
183320050100,邵,燦,內閣學士,1-3,1851.25,18510601-00:00:00,1851.75,18511201-00:00:00,Academician of the Grand Secretariat
183320050100,邵,燦,副總裁,1-3,1852.75,18521201-00:00:00,1852.75,18521201-00:00:00,Vice Chairman
183320050100,邵,燦,寺卿,1-3,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Minister (of the Temple）
183320050100,邵,燦,經筵講官,1-3,1852.75,18521201-00:00:00,1852.75,18521201-00:00:00,Classics Colloquium Reader
183320050200,陸,應榖,事務,1-3,1856.75,18561201-00:00:00,1857.0,18570301-00:00:00,Administrator
183320050200,陸,應榖,侍郎,1-3,1851.25,18510601-00:00:00,1852.5,18520901-00:00:00,Vice Minister
183320050200,陸,應榖,巡撫,1-3,1852.5,18520901-00:00:00,1852.5,18520901-00:00:00,巡撫
183320050200,陸,應榖,府尹,1-3,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,府尹
183320050300,駱,秉章,侍郎,1-3,1850.5,18500901-00:00:00,1860.75,18601201-00:00:00,Vice Minister
183320050300,駱,秉章,尚書,1-3,1861.25,18610601-00:00:00,1864.0,18640301-00:00:00,Minister
183320050400,桑,春榮,事務,1-3,1855.5,18550901-00:00:00,1856.0,18560301-00:00:00,Administrator
183320050400,桑,春榮,侍郎,1-3,1857.5,18570901-00:00:00,1857.75,18571201-00:00:00,Vice Minister
183320050400,桑,春榮,分巡,4-6,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,分巡
183320050400,桑,春榮,政使,no-rank,1856.25,18560601-00:00:00,1857.0,18570301-00:00:00,(government officer)
183320050400,桑,春榮,迤南兵備道管轄普鎭元臨等處地方,4-6,1850.5,18500901-00:00:00,1855.0,18550301-00:00:00,迤南兵備道管轄普鎭元臨等處地方
183320050400,桑,春榮,題分巡,4-6,1854.0,18540301-00:00:00,1855.0,18550301-00:00:00,Head Commissioner of Surveillance Circuit
183320050400,桑,春榮,題調迤南兵備道管轄普鎭元臨等處地方,4-6,1851.25,18510601-00:00:00,1851.75,18511201-00:00:00,題調迤南兵備道管轄普鎭元臨等處地方
183320050600,勞,崇光,侍郎,1-3,1852.5,18520901-00:00:00,1859.5,18590901-00:00:00,Vice Minister
183320050600,勞,崇光,尚書,1-3,1859.75,18591201-00:00:00,1864.0,18640301-00:00:00,Minister
183320050600,勞,崇光,政使,no-rank,1850.5,18500901-00:00:00,1851.75,18511201-00:00:00,(government officer)
183320051000,郭,柏蔭,事務,1-3,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Administrator
183320119300,張,銘謙,員外郎,4-6,1850.5,18500901-00:00:00,1851.25,18510601-00:00:00,Bureau Vice Director
183320119300,張,銘謙,監察御史,4-6,1851.75,18511201-00:00:00,1852.75,18521201-00:00:00,Censor
183320119300,張,銘謙,福建道,4-6,1851.75,18511201-00:00:00,1852.5,18520901-00:00:00,福建道
183320119400,莊,心省,員外郎,4-6,1850.5,18500901-00:00:00,1852.5,18520901-00:00:00,Bureau Vice Director
183320119400,莊,心省,郎中,4-6,1852.75,18521201-00:00:00,1854.0,18540301-00:00:00,Board Director
183320119700,趙,霖,分守巡海興泉永等處馹傳兵備道監放兵餉管轄海政,4-6,1851.75,18511201-00:00:00,1852.5,18520901-00:00:00,分守巡海興泉永等處馹傳兵備道監放兵餉管轄海政
183320119700,趙,霖,請旨,4-6,1851.75,18511201-00:00:00,1852.5,18520901-00:00:00,Petitioner
183320119700,趙,霖,郎中,4-6,1850.5,18500901-00:00:00,1851.25,18510601-00:00:00,Board Director
183320120100,王,正誼,主事,4-6,1850.5,18500901-00:00:00,1855.5,18550901-00:00:00,Secretary
183320120100,王,正誼,事務,1-3,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Administrator
183320120100,王,正誼,員外郎,4-6,1855.75,18551201-00:00:00,1855.75,18551201-00:00:00,Bureau Vice Director
183320120100,王,正誼,郎中,4-6,1856.0,18560301-00:00:00,1859.5,18590901-00:00:00,Board Director
183320120400,劉,仲珻,知府,4-6,1852.75,18521201-00:00:00,1857.75,18571201-00:00:00,County Prefect
183320120800,錢,步文,郎中,4-6,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,Board Director
183320207700,王,應奎,知縣,7-9,1850.5,18500901-00:00:00,1851.75,18511201-00:00:00,County Magistrate
183320207800,陳,秉鈞,同知,4-6,1860.0,18600301-00:00:00,1863.0,18630301-00:00:00,同知
183320207800,陳,秉鈞,知縣,7-9,1851.75,18511201-00:00:00,1857.75,18571201-00:00:00,County Magistrate
183320208000,金,衍照,教授,7-9,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,教授
183320208000,金,衍照,知縣,7-9,1850.5,18500901-00:00:00,1852.5,18520901-00:00:00,County Magistrate
183320208300,胡,光瑩,郎中,4-6,1852.5,18520901-00:00:00,1854.0,18540301-00:00:00,Board Director
183320241800,汪,潤,兵備道,no-rank,1855.0,18550301-00:00:00,1856.25,18560601-00:00:00,Military clerk
183320241800,汪,潤,欽命,4-6,1852.5,18520901-00:00:00,1852.75,18521201-00:00:00,By Imperial Appointment
183320241800,汪,潤,知府,4-6,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,County Prefect
183320241800,汪,潤,總理八省漕務,4-6,1852.5,18520901-00:00:00,1852.75,18521201-00:00:00,總理八省漕務
183320241800,汪,潤,郎中,4-6,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,Board Director
183320987600,馬,秀儒,兵備道,no-rank,1850.5,18500901-00:00:00,1855.0,18550301-00:00:00,Military clerk
183320987600,馬,秀儒,政使,no-rank,1855.5,18550901-00:00:00,1857.75,18571201-00:00:00,(government officer)
183340051400,諸,憲曾,巡檢,7-9,1850.5,18500901-00:00:00,1854.0,18540301-00:00:00,Police Chief
183340051700,宋,延春,事中,4-6,1854.75,18541201-00:00:00,1855.0,18550301-00:00:00,Supervising Censor (?)
183340051700,宋,延春,分巡,4-6,1857.0,18570301-00:00:00,1864.0,18640301-00:00:00,分巡
183340051700,宋,延春,員外郎,4-6,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,Bureau Vice Director
183340051700,宋,延春,欽命,4-6,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,By Imperial Appointment
183340051700,宋,延春,監察御史,4-6,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,Censor
183340051700,宋,延春,知府,4-6,1856.0,18560301-00:00:00,1856.25,18560601-00:00:00,County Prefect
183340051700,宋,延春,管理街道,4-6,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,管理街道
183340051700,宋,延春,請旨,4-6,1857.0,18570301-00:00:00,1864.0,18640301-00:00:00,Petitioner
183340051700,宋,延春,迤西兵備道管轄大楚永景順麗蒙永等處地方,4-6,1859.25,18590601-00:00:00,1864.0,18640301-00:00:00,迤西兵備道管轄大楚永景順麗蒙永等處地方
183340051700,宋,延春,迤西驛堡兵備道管轄大楚永景順麗蒙永等處地方,4-6,1857.0,18570301-00:00:00,1858.75,18581201-00:00:00,迤西驛堡兵備道管轄大楚永景順麗蒙永等處地方
183340051800,郭,樟,員外郎,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Bureau Vice Director
183340051800,郭,樟,郎中,4-6,1851.25,18510601-00:00:00,1852.75,18521201-00:00:00,Board Director
183340052000,焦,友麟,事中,4-6,1851.75,18511201-00:00:00,1851.75,18511201-00:00:00,Supervising Censor (?)
183340052200,王,棻,教諭,7-9,1850.5,18500901-00:00:00,1864.0,18640301-00:00:00,教諭
183340052400,鄧,爾恒,事務,1-3,1860.0,18600301-00:00:00,1860.75,18601201-00:00:00,Administrator
183340052400,鄧,爾恒,分巡,4-6,1856.25,18560601-00:00:00,1859.75,18591201-00:00:00,分巡
183340052400,鄧,爾恒,知府,4-6,1850.5,18500901-00:00:00,1856.0,18560301-00:00:00,County Prefect
183340052400,鄧,爾恒,請旨,4-6,1856.25,18560601-00:00:00,1859.75,18591201-00:00:00,Petitioner
183340052400,鄧,爾恒,雲南通省淸軍鹽法道,4-6,1856.25,18560601-00:00:00,1859.75,18591201-00:00:00,雲南通省淸軍鹽法道
183340052500,廖,維勳,知府,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,County Prefect
183340052700,汪,元方,事中,4-6,1851.25,18510601-00:00:00,1858.75,18581201-00:00:00,Supervising Censor (?)
183340052700,汪,元方,學政,1-3,1859.25,18590601-00:00:00,1864.0,18640301-00:00:00,Provincial Education Commissioner
183340052700,汪,元方,寺卿,4-6,1861.25,18610601-00:00:00,1862.25,18620601-00:00:00,Minister (of the Temple）
183340053200,史,佩瑲,知府,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,County Prefect
183340053300,花,讌春,主事,4-6,1850.5,18500901-00:00:00,1851.25,18510601-00:00:00,Secretary
183340053400,黄,鍾音,事中,4-6,1851.25,18510601-00:00:00,1851.25,18510601-00:00:00,Supervising Censor (?)
183340053400,黄,鍾音,事務,1-3,1855.75,18551201-00:00:00,1857.75,18571201-00:00:00,Administrator
183340053400,黄,鍾音,兵備道,no-rank,1855.0,18550301-00:00:00,1855.5,18550901-00:00:00,Military clerk
183340053400,黄,鍾音,分巡,4-6,1851.75,18511201-00:00:00,1854.75,18541201-00:00:00,分巡
183340053400,黄,鍾音,嶺西道管轄肇羅等處地方,4-6,1851.75,18511201-00:00:00,1854.75,18541201-00:00:00,嶺西道管轄肇羅等處地方
183340053500,黄,贊湯,侍郎,1-3,1852.75,18521201-00:00:00,1863.0,18630301-00:00:00,Vice Minister
183340053500,黄,贊湯,學政,1-3,1850.5,18500901-00:00:00,1852.5,18520901-00:00:00,Provincial Education Commissioner
183340053500,黄,贊湯,學政,no-rank,1850.5,18500901-00:00:00,1852.5,18520901-00:00:00,Provincial Education Commissioner
183340053500,黄,贊湯,稽察,1-3,1858.75,18581201-00:00:00,1858.75,18581201-00:00:00,Inspector
183340053900,蔡,宗茂,事務,1-3,1858.75,18581201-00:00:00,1858.75,18581201-00:00:00,Administrator
183340053900,蔡,宗茂,侍讀,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,attendant reader
183340053900,蔡,宗茂,兵備道,no-rank,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,Military clerk
183340053900,蔡,宗茂,分守潼商等處地方兵俻道,4-6,1854.75,18541201-00:00:00,1857.0,18570301-00:00:00,分守潼商等處地方兵俻道
183340053900,蔡,宗茂,分守潼商等處地方驛傳道,4-6,1856.0,18560301-00:00:00,1857.75,18571201-00:00:00,分守潼商等處地方驛傳道
183340053900,蔡,宗茂,咸安宫總裁,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,咸安宫總裁
183340053900,蔡,宗茂,庶吉士,no-rank,1851.25,18510601-00:00:00,1851.75,18511201-00:00:00,Hanlin Bachelor
183340053900,蔡,宗茂,日講起居注官,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Day offical
183340053900,蔡,宗茂,請旨,4-6,1854.75,18541201-00:00:00,1857.75,18571201-00:00:00,Petitioner
183340054000,車,克愼,侍郎,1-3,1856.25,18560601-00:00:00,1857.0,18570301-00:00:00,Vice Minister
183340054000,車,克愼,內閣學士,1-3,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Academician of the Grand Secretariat
183340054300,王,兆松,主事,4-6,1850.5,18500901-00:00:00,1851.25,18510601-00:00:00,Secretary
183340054300,王,兆松,事中,4-6,1854.75,18541201-00:00:00,1856.25,18560601-00:00:00,Supervising Censor (?)
183340054300,王,兆松,員外郎,4-6,1851.75,18511201-00:00:00,1852.75,18521201-00:00:00,Bureau Vice Director
183340054300,王,兆松,山東道,4-6,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,山東道
183340054300,王,兆松,監察御史,4-6,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,Censor
183340054300,王,兆松,鴻臚寺少卿,4-6,1856.75,18561201-00:00:00,1859.5,18590901-00:00:00,鴻臚寺少卿
183340054500,胡,正仁,知府,4-6,1850.5,18500901-00:00:00,1851.75,18511201-00:00:00,County Prefect
183340054600,蕭,良城,咸安宫總裁,4-6,1850.5,18500901-00:00:00,1851.25,18510601-00:00:00,咸安宫總裁
183340054600,蕭,良城,日講起居注官,4-6,1850.5,18500901-00:00:00,1851.25,18510601-00:00:00,Day offical
183340054600,蕭,良城,春坊庶子,4-6,1850.5,18500901-00:00:00,1851.25,18510601-00:00:00,Mentor of the Secretariat of the Heir Apparent
183340054700,楊,培,事務,1-3,1851.75,18511201-00:00:00,1851.75,18511201-00:00:00,Administrator
183340054700,楊,培,政使,no-rank,1852.5,18520901-00:00:00,1856.25,18560601-00:00:00,(government officer)
183340054700,楊,培,督糧道,4-6,1851.25,18510601-00:00:00,1851.25,18510601-00:00:00,Grain Transport Controller
183340054700,楊,培,請旨,4-6,1851.25,18510601-00:00:00,1851.25,18510601-00:00:00,Petitioner
183340055000,劉,潯,知府,4-6,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,County Prefect
183340055300,胡,嵩年,知縣,7-9,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,County Magistrate
183340079200,姚,福增,浙江道,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,浙江道
183340079200,姚,福增,監察御史,4-6,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,Censor
183340079300,史,策先,京畿道,4-6,1852.5,18520901-00:00:00,1852.5,18520901-00:00:00,京畿道
183340079300,史,策先,員外郎,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Bureau Vice Director
183340079300,史,策先,江南道,4-6,1851.25,18510601-00:00:00,1851.75,18511201-00:00:00,江南道
183340079300,史,策先,監察御史,4-6,1851.25,18510601-00:00:00,1852.75,18521201-00:00:00,Censor
183340079300,史,策先,知府,4-6,1854.75,18541201-00:00:00,1859.75,18591201-00:00:00,County Prefect
183340079400,陳,宗元,知府,4-6,1854.0,18540301-00:00:00,1856.0,18560301-00:00:00,County Prefect
183340079400,陳,宗元,郎中,4-6,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,Board Director
183340119100,許,楣,主事行走,4-6,1850.5,18500901-00:00:00,1857.0,18570301-00:00:00,Intern Secretary (of Ministry or Board)
183340119400,林,廷禧,主事,4-6,1851.25,18510601-00:00:00,1851.25,18510601-00:00:00,Secretary
183340119400,林,廷禧,分巡,4-6,1854.75,18541201-00:00:00,1856.25,18560601-00:00:00,分巡
183340119400,林,廷禧,員外郎,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Bureau Vice Director
183340119400,林,廷禧,請旨,4-6,1854.75,18541201-00:00:00,1856.25,18560601-00:00:00,Petitioner
183340119400,林,廷禧,迤西驛堡兵備道管轄大楚永景順麗蒙永等處地方,4-6,1854.75,18541201-00:00:00,1856.25,18560601-00:00:00,迤西驛堡兵備道管轄大楚永景順麗蒙永等處地方
183340119400,林,廷禧,郎中,4-6,1851.75,18511201-00:00:00,1852.75,18521201-00:00:00,Board Director
183340119900,陳,慶鏞,江西道,4-6,1851.25,18510601-00:00:00,1851.75,18511201-00:00:00,江西道
183340119900,陳,慶鏞,監察御史,4-6,1851.25,18510601-00:00:00,1855.5,18550901-00:00:00,Censor
183340121100,沈,玉麟,主事,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Secretary
183340122700,舒,鼎,主事,4-6,1851.25,18510601-00:00:00,1852.75,18521201-00:00:00,Secretary
183340122700,舒,鼎,主事行走,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Intern Secretary (of Ministry or Board)
183340122700,舒,鼎,員外郎,4-6,1854.0,18540301-00:00:00,1854.75,18541201-00:00:00,Bureau Vice Director
183340123100,蔣,鍾錤,主事,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Secretary
183340124200,董,平章,知州,4-6,1850.5,18500901-00:00:00,1854.0,18540301-00:00:00,Department Magistrate
183340145800,呉,煒,知州,4-6,1851.75,18511201-00:00:00,1857.75,18571201-00:00:00,Department Magistrate
183340145900,呉,世驥,主事,4-6,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,Secretary
183340145900,呉,世驥,郎中,4-6,1854.0,18540301-00:00:00,1854.0,18540301-00:00:00,Board Director
183340170300,潘,鐸,事務,1-3,1851.75,18511201-00:00:00,1851.75,18511201-00:00:00,Administrator
183340170300,潘,鐸,侍郎,1-3,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Vice Minister
183340170300,潘,鐸,尚書,1-3,1862.25,18620601-00:00:00,1863.0,18630301-00:00:00,Minister
183340170300,潘,鐸,巡撫,1-3,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,巡撫
183340170300,潘,鐸,政使,no-rank,1852.5,18520901-00:00:00,1852.75,18521201-00:00:00,(government officer)
183340207500,呉,光業,侍讀,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,attendant reader
183340207500,呉,光業,內閣學士,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Academician of the Grand Secretariat
183340210100,楊,文定,侍郎,1-3,1851.75,18511201-00:00:00,1852.5,18520901-00:00:00,Vice Minister
183340210100,楊,文定,政使,no-rank,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,(government officer)
183340210400,方,城,員外郎,4-6,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,Bureau Vice Director
183340212000,車,瀛,郎中,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Board Director
183340244700,沈,映鈐,知府,4-6,1860.0,18600301-00:00:00,1864.0,18640301-00:00:00,County Prefect
183340244700,沈,映鈐,知縣,7-9,1851.75,18511201-00:00:00,1851.75,18511201-00:00:00,County Magistrate
183340455500,左,喬林,教授,7-9,1850.5,18500901-00:00:00,1852.5,18520901-00:00:00,教授
183340743000,黄,維同,知縣,7-9,1851.75,18511201-00:00:00,1863.0,18630301-00:00:00,County Magistrate
183410053900,夏,廷楨,分巡,4-6,1850.5,18500901-00:00:00,1851.75,18511201-00:00:00,分巡
183410053900,夏,廷楨,山東兖沂曹濟,4-6,1850.5,18500901-00:00:00,1851.75,18511201-00:00:00,山東兖沂曹濟
183410053900,夏,廷楨,請旨,4-6,1850.5,18500901-00:00:00,1851.75,18511201-00:00:00,Petitioner
183410333700,陳,毓祺,编修,7-9,1850.5,18500901-00:00:00,1856.25,18560601-00:00:00,Junior Compiler
183410338300,朱,城,主事,4-6,1850.5,18500901-00:00:00,1850.5,18500901-00:00:00,Secretary
183420472100,劉,體舒,知州,4-6,1852.5,18520901-00:00:00,1854.75,18541201-00:00:00,Department Magistrate
183420472100,劉,體舒,知府,4-6,1855.0,18550301-00:00:00,1855.75,18551201-00:00:00,County Prefect
183420472100,劉,體舒,知縣,7-9,1850.5,18500901-00:00:00,1851.75,18511201-00:00:00,County Magistrate
183432015500,張,瀛,主事,4-6,1850.5,18500901-00:00:00,1857.75,18571201-00:00:00,Secretary
183432015500,張,瀛,員外郎,4-6,1858.75,18581201-00:00:00,1859.25,18590601-00:00:00,Bureau Vice Director
183432015500,張,瀛,山東道,4-6,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,山東道
183432015500,張,瀛,監察御史,4-6,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,Censor
183432015500,張,瀛,郎中,4-6,1859.5,18590901-00:00:00,1860.75,18601201-00:00:00,Board Director
183432493700,劉,堃,主事,4-6,1850.5,18500901-00:00:00,1859.75,18591201-00:00:00,Secretary
183432493700,劉,堃,員外郎,4-6,1860.0,18600301-00:00:00,1860.75,18601201-00:00:00,Bureau Vice Director
183432493700,劉,堃,知府,4-6,1864.0,18640301-00:00:00,1864.0,18640301-00:00:00,County Prefect
183432493700,劉,堃,郎中,4-6,1861.25,18610601-00:00:00,1861.25,18610601-00:00:00,Board Director
183432692800,王,楷,主事,4-6,1854.0,18540301-00:00:00,1857.75,18571201-00:00:00,Secretary
183432692800,王,楷,員外郎,4-6,1858.75,18581201-00:00:00,1860.75,18601201-00:00:00,Bureau Vice Director
183432692800,王,楷,庶吉士,7-9,1852.5,18520901-00:00:00,1852.75,18521201-00:00:00,Hanlin Bachelor
183432692800,王,楷,郎中,4-6,1861.25,18610601-00:00:00,1861.25,18610601-00:00:00,Board Director
183510914600,姚,承恩,知縣,7-9,1850.5,18500901-00:00:00,1851.75,18511201-00:00:00,County Magistrate
183510965600,陳,光緖,同知,4-6,1850.5,18500901-00:00:00,1855.5,18550901-00:00:00,同知
183510975300,呉,式芬,內閣學士,1-3,1855.0,18550301-00:00:00,1856.0,18560301-00:00:00,Academician of the Grand Secretariat
183510975300,呉,式芬,寺卿,4-6,1854.75,18541201-00:00:00,1854.75,18541201-00:00:00,Minister (of the Temple）
183510975300,呉,式芬,政使,no-rank,1850.5,18500901-00:00:00,1852.75,18521201-00:00:00,(government officer)
183510975300,呉,式芬,欽命,1-3,1855.0,18550301-00:00:00,1855.75,18551201-00:00:00,By Imperial Appointment
183511106000,張,桐,上書房行走,4-6,1858.75,18581201-00:00:00,1859.25,18590601-00:00:00,Casual scholar
183511106000,張,桐,上書房行走,7-9,1856.0,18560301-00:00:00,1857.75,18571201-00:00:00,Casual scholar
183511106000,張,桐,侍講,4-6,1858.75,18581201-00:00:00,1859.25,18590601-00:00:00,attendant
